date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:00:48	4769/4769	---M--	200	added ('OK')	application/javascript	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.2.5	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/js/webpack.runtime.min2072.js	(from https://juvas.in/)
11:00:48	64914/64914	---M--	200	added ('OK')	application/javascript	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.2.5	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/js/frontend-modules.min2072.js	(from https://juvas.in/)
11:00:49	6595/6595	---M--	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2009:01:12%20GMT	https://juvas.in/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.0.5	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min8d18.js	(from https://juvas.in/)
11:00:49	20787/20787	---M--	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2005:42:10%20GMT	https://juvas.in/wp-includes/js/jquery/ui/core.min.js?ver=1.12.1	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-includes/js/jquery/ui/core.min35d0.js	(from https://juvas.in/)
11:00:50	139153/139153	---M--	200	added ('OK')	application/javascript	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from https://juvas.in/)
11:00:50	2578/2578	---M--	200	added ('OK')	application/javascript	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=3.2.5	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/share-link/share-link.min2072.js	(from https://juvas.in/)
11:00:51	10863/10863	---M--	200	added ('OK')	application/javascript	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.8.1	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/dialog/dialog.mina288.js	(from https://juvas.in/)
11:00:51	172226/172226	---M--	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2009:01:12%20GMT	https://juvas.in/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.0.5	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor-pro/assets/js/frontend.min8d18.js	(from https://juvas.in/)
11:00:51	67690/67690	---M--	200	added ('OK')	application/javascript	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.2.5	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/js/frontend.min2072.js	(from https://juvas.in/)
11:00:52	58080/58080	---M--	200	added ('OK')	application/javascript	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/js/preloaded-modules.min.js?ver=3.2.5	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/js/preloaded-modules.min2072.js	(from https://juvas.in/)
11:00:52	16045/16045	---M--	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2005:42:10%20GMT	https://juvas.in/wp-includes/js/underscore.min.js?ver=1.8.3	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-includes/js/underscore.min4511.js	(from https://juvas.in/)
11:00:53	1077/1077	---M--	200	added ('OK')	application/javascript	date:Thu,%2007%20Jan%202021%2003:59:24%20GMT	https://juvas.in/wp-includes/js/wp-util.min.js?ver=5.7.2	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-includes/js/wp-util.min9f31.js	(from https://juvas.in/)
11:00:53	754/754	---M--	200	added ('OK')	application/javascript	date:Thu,%2001%20Jul%202021%2007:11:33%20GMT	https://juvas.in/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.6.7.2	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.minbd80.js	(from https://juvas.in/)
11:00:54	24368/24368	---M--	200	added ('OK')	application/javascript	date:Thu,%2001%20Jul%202021%2007:11:33%20GMT	https://juvas.in/wp-content/plugins/wpforms-lite/assets/js/jquery.validate.min.js?ver=1.19.0	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/wpforms-lite/assets/js/jquery.validate.minb3a6.js	(from https://juvas.in/)
11:00:55	64657/64657	---M--	200	added ('OK')	application/javascript	date:Thu,%2001%20Jul%202021%2007:11:33%20GMT	https://juvas.in/wp-content/plugins/wpforms-lite/assets/js/wpforms.js?ver=1.6.7.2	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/wpforms-lite/assets/js/wpformsbd80.js	(from https://juvas.in/)
11:00:56	114536/114536	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jun%202021%2012:41:07%20GMT	https://juvas.in/wp-content/plugins/chaty/images/whatsapp.png	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/chaty/images/whatsapp.png	(from https://juvas.in/wp-content/plugins/chaty/css/chaty-front.min.css?ver=1621344347)
11:00:56	85840/85840	---M--	200	added ('OK')	font/woff2	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.11.0	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsa481.woff2	(from https://juvas.in/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.11.0)
11:00:56	191420/191420	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.11.0	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsa481.eot	(from https://juvas.in/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.11.0)
11:00:57	104712/104712	---M--	200	added ('OK')	font/woff	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.11.0	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsa481.woff	(from https://juvas.in/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.11.0)
11:00:57	191260/191260	---M--	200	added ('OK')	font/ttf	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.11.0	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsa481.ttf	(from https://juvas.in/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.11.0)
11:00:58	290685/290685	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.11.0	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsa481.svg	(from https://juvas.in/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.11.0)
11:00:59	136822/136822	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.3.9)
11:00:59	78460/78460	---M--	200	added ('OK')	font/woff2	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.3.9)
11:01:00	136822/136822	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.3.9)
11:01:01	136516/136516	---M--	200	added ('OK')	font/ttf	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.3.9)
11:01:02	92136/92136	---M--	200	added ('OK')	font/woff	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.3.9)
11:01:02	34350/34350	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.3.9)
11:01:02	34350/34350	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.3.9)
11:01:03	13548/13548	---M--	200	added ('OK')	font/woff2	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.3.9)
11:01:03	16772/16772	---M--	200	added ('OK')	font/woff	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.3.9)
11:01:03	34052/34052	---M--	200	added ('OK')	font/ttf	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.3.9)
11:01:05	144714/144714	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.3.9)
11:01:05	747545/747545	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.3.9)
11:01:05	204814/204814	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.3.9)
11:01:06	80300/80300	---M--	200	added ('OK')	font/woff2	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.3.9)
11:01:07	104280/104280	---M--	200	added ('OK')	font/woff	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.3.9)
11:01:08	204528/204528	---M--	200	added ('OK')	font/ttf	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.3.9)
11:01:12	204814/204814	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.3.9)
11:01:12	917575/917575	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.3.9)
11:01:16	1403701/1403701	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Jun%202021%2012:50:30%20GMT	https://juvas.in/wp-content/uploads/2021/06/Middle-Banner.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/06/Middle-Banner.jpg	(from https://juvas.in/wp-content/uploads/elementor/css/post-3799.css?ver=1624452167)
11:01:17	436114/436114	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Jun%202021%2012:44:13%20GMT	https://juvas.in/wp-content/uploads/2021/06/Mobile-Middle-Banner-1.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/06/Mobile-Middle-Banner-1.jpg	(from https://juvas.in/wp-content/uploads/elementor/css/post-3799.css?ver=1624452167)
11:01:17	1184429/1184429	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Jun%202021%2012:43:35%20GMT	https://juvas.in/wp-content/uploads/2021/06/Middle-Banner-1.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/06/Middle-Banner-1.jpg	(from https://juvas.in/wp-content/uploads/elementor/css/post-3799.css?ver=1624452167)
11:01:18	602/602	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jul%202021%2007:11:33%20GMT	https://juvas.in/wp-content/plugins/wpforms-lite/assets/images/times-solid-white.svg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/wpforms-lite/assets/images/times-solid-white.svg	(from https://juvas.in/wp-content/plugins/wpforms-lite/assets/css/wpforms-base.min.css?ver=1.6.7.2)
11:01:20	13771/13771	---M--	200	added ('OK')	text/css	date:Wed,%2023%20Jun%202021%2013:01:53%20GMT	https://juvas.in/wp-content/uploads/elementor/css/post-2332.css?ver=1624453313	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/elementor/css/post-23325c2d.css	(from https://juvas.in/all-products/)
11:01:22	424514/424514	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Jun%202021%2013:37:55%20GMT	https://juvas.in/wp-content/uploads/2021/06/Mobile-Middle-Banner.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/06/Mobile-Middle-Banner.jpg	(from https://juvas.in/wp-content/uploads/elementor/css/post-3799.css?ver=1624452167)
11:01:25	27935/27935	---MC-	200	added ('OK')	application/json	date:Mon,%2005%20Jul%202021%2005:31:21%20GMT	https://juvas.in/wp-json/wp/v2/pages/2332	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-json/wp/v2/pages/2332.json	(from https://juvas.in/all-products/)
11:01:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2005%20Jul%202021%2005:31:26%20GMT	https://juvas.in/?p=2332	F:/New%20folder/Client%20SS%20Cables/juvas.in/index180e.html	(from https://juvas.in/all-products/)
11:01:28	2215/2215	---MC-	200	added ('OK')	application/json	date:Mon,%2005%20Jul%202021%2005:31:26%20GMT	https://juvas.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjuvas.in%2Fall-products%2F	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-json/oembed/1.0/embed6711.json	(from https://juvas.in/all-products/)
11:01:31	2307/2307	---MC-	200	added ('OK')	text/xml	date:Mon,%2005%20Jul%202021%2005:31:29%20GMT	https://juvas.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjuvas.in%2Fall-products%2F&format=xml	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-json/oembed/1.0/embeddcb6	(from https://juvas.in/all-products/)
11:01:33	20127/20127	---M--	200	added ('OK')	text/css	date:Thu,%2001%20Jul%202021%2006:28:33%20GMT	https://juvas.in/wp-content/uploads/elementor/css/post-2803.css?ver=1625120913	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/elementor/css/post-2803ece4.css	(from https://juvas.in/led-lights/)
11:01:35	677/677	---M--	200	added ('OK')	text/css	date:Wed,%2023%20Jun%202021%2012:41:10%20GMT	https://juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.1	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min9e0b.css	(from https://juvas.in/led-lights/)
11:01:41	44931/44931	---MC-	200	added ('OK')	application/json	date:Mon,%2005%20Jul%202021%2005:31:35%20GMT	https://juvas.in/wp-json/wp/v2/pages/2803	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-json/wp/v2/pages/2803.json	(from https://juvas.in/led-lights/)
11:01:43	2205/2205	---MC-	200	added ('OK')	application/json	date:Mon,%2005%20Jul%202021%2005:31:41%20GMT	https://juvas.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjuvas.in%2Fled-lights%2F	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-json/oembed/1.0/embed5afb.json	(from https://juvas.in/led-lights/)
11:01:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2005%20Jul%202021%2005:31:40%20GMT	https://juvas.in/?p=2803	F:/New%20folder/Client%20SS%20Cables/juvas.in/indexe793.html	(from https://juvas.in/led-lights/)
11:01:47	2297/2297	---MC-	200	added ('OK')	text/xml	date:Mon,%2005%20Jul%202021%2005:31:45%20GMT	https://juvas.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjuvas.in%2Fled-lights%2F&format=xml	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-json/oembed/1.0/embed4db2	(from https://juvas.in/led-lights/)
11:01:49	177455/177455	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Apr%202021%2013:39:05%20GMT	https://juvas.in/wp-content/uploads/2021/04/2.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/2.jpg	(from https://juvas.in/led-lights/)
11:01:51	208041/208041	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Apr%202021%2013:39:47%20GMT	https://juvas.in/wp-content/uploads/2021/04/10.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/10.jpg	(from https://juvas.in/led-lights/)
11:01:58	233317/233317	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Apr%202021%2013:39:11%20GMT	https://juvas.in/wp-content/uploads/2021/04/3.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/3.jpg	(from https://juvas.in/led-lights/)
11:02:00	2063120/2063120	---M--	200	added ('OK')	application/pdf	date:Fri,%2016%20Apr%202021%2010:50:34%20GMT	https://juvas.in/wp-content/uploads/2021/04/juvas-led-bulb-catalogue.pdf	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/juvas-led-bulb-catalogue.pdf	(from https://juvas.in/led-lights/)
11:02:03	230039/230039	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Apr%202021%2013:39:17%20GMT	https://juvas.in/wp-content/uploads/2021/04/4.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/4.jpg	(from https://juvas.in/led-lights/)
11:02:04	210185/210185	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Apr%202021%2013:39:52%20GMT	https://juvas.in/wp-content/uploads/2021/04/11.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/11.jpg	(from https://juvas.in/led-lights/)
11:02:05	209372/209372	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Apr%202021%2013:39:22%20GMT	https://juvas.in/wp-content/uploads/2021/04/5.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/5.jpg	(from https://juvas.in/led-lights/)
11:02:26	2866852/2866852	---M--	200	added ('OK')	application/pdf	date:Fri,%2016%20Apr%202021%2010:54:05%20GMT	https://juvas.in/wp-content/uploads/2021/04/juvas-led-panel-lights-catalogue.pdf	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/juvas-led-panel-lights-catalogue.pdf	(from https://juvas.in/led-lights/)
11:02:30	174152/174152	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Apr%202021%2013:39:26%20GMT	https://juvas.in/wp-content/uploads/2021/04/6.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/6.jpg	(from https://juvas.in/led-lights/)
11:02:35	291278/291278	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Apr%202021%2013:39:33%20GMT	https://juvas.in/wp-content/uploads/2021/04/7.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/7.jpg	(from https://juvas.in/led-lights/)
11:02:43	5845572/5845572	---M--	200	added ('OK')	application/pdf	date:Fri,%2016%20Apr%202021%2011:08:10%20GMT	https://juvas.in/wp-content/uploads/2021/04/juvas-led-tubelights-catalogue.pdf	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/juvas-led-tubelights-catalogue.pdf	(from https://juvas.in/led-lights/)
11:02:47	190953/190953	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Apr%202021%2013:39:37%20GMT	https://juvas.in/wp-content/uploads/2021/04/8.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/8.jpg	(from https://juvas.in/led-lights/)
11:02:50	176319/176319	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Apr%202021%2013:39:00%20GMT	https://juvas.in/wp-content/uploads/2021/04/1.jpg	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/1.jpg	(from https://juvas.in/led-lights/)
11:02:51	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Jul%202021%2005:32:51%20GMT	https://juvas.in/wp-content/uploads/2021/04/juvas-led-tubelights-catalogue-1.pdf/wp-content/uploads/2021/04/juvas-led-tubelights-catalogue.pdf	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/juvas-led-tubelights-catalogue-1.pdf/wp-content/uploads/2021/04/juvas-led-tubelights-catalogue.pdf	(from https://juvas.in/led-lights/)
11:02:52	8667/8667	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Apr%202021%2006:31:11%20GMT	https://juvas.in/wp-content/uploads/2021/04/Made-In-India.png	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/Made-In-India.png	(from https://juvas.in/led-lights/)
11:02:52	5997/5997	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Apr%202021%2006:31:21%20GMT	https://juvas.in/wp-content/uploads/2021/04/Reduced-Bill.png	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/2021/04/Reduced-Bill.png	(from https://juvas.in/led-lights/)
11:02:53	12253/12253	---M--	200	added ('OK')	text/css	date:Wed,%2023%20Jun%202021%2013:16:57%20GMT	https://juvas.in/wp-content/uploads/elementor/css/post-2916.css?ver=1624454217	F:/New%20folder/Client%20SS%20Cables/juvas.in/wp-content/uploads/elementor/css/post-2916ae79.css	(from https://juvas.in/switches-accessories/)
